Ngày,Giá đóng,Giá điều chỉnh,Giá trị thay đổi,% thay đổi,Tổng KL GD,Tổng GT GD,Giá mở,Giá cao nhất,Giá thấp nhất
28/10/2024,134900.0,134900.0,0.9,0.67,"1,506,000",202640000000.0,134100.0,135000.0,133600.0
25/10/2024,134000.0,134000.0,-0.3,-0.22,"1,839,000",246290000000.0,134300.0,134600.0,133600.0
24/10/2024,134300.0,134300.0,0.1,0.07,"2,277,200",305370000000.0,134200.0,134300.0,133800.0
23/10/2024,134200.0,134200.0,1.1,0.83,"3,015,100",403480000000.0,132900.0,134800.0,132600.0
22/10/2024,133100.0,133100.0,-2.4,-1.77,"6,009,200",806440000000.0,135700.0,135700.0,133000.0
21/10/2024,135500.0,135500.0,-1.5,-1.09,"2,681,300",366270000000.0,137000.0,137700.0,135500.0
18/10/2024,137000.0,137000.0,0,0.00,"2,169,400",297520000000.0,137400.0,137800.0,136600.0
17/10/2024,137000.0,137000.0,0.7,0.51,"2,579,200",351610000000.0,136500.0,137100.0,135500.0
16/10/2024,136300.0,136300.0,-0.7,-0.51,"2,756,000",376150000000.0,136400.0,137100.0,136000.0
15/10/2024,137000.0,137000.0,-0.6,-0.44,"2,860,800",393000000000.0,137600.0,138600.0,136600.0
14/10/2024,137600.0,137600.0,-2,-1.43,"5,605,300",777270000000.0,141100.0,141300.0,137100.0
11/10/2024,139600.0,139600.0,-2.1,-1.48,"3,813,600",536150000000.0,142000.0,142800.0,139600.0
10/10/2024,141700.0,141700.0,6.3,4.65,"9,952,200",1392000000000.0,135800.0,142000.0,135800.0
09/10/2024,135400.0,135400.0,1.6,1.20,"2,619,900",354280000000.0,134300.0,135800.0,134300.0
08/10/2024,133800.0,133800.0,-0.3,-0.22,"2,108,600",282820000000.0,134100.0,135100.0,133600.0
07/10/2024,134100.0,134100.0,0,0.00,"1,330,500",178340000000.0,134200.0,134900.0,133600.0
04/10/2024,134100.0,134100.0,0.1,0.07,"1,468,400",196790000000.0,134300.0,134800.0,133500.0
03/10/2024,134000.0,134000.0,-1.4,-1.03,"2,300,800",311080000000.0,135400.0,136100.0,134000.0
02/10/2024,135400.0,135400.0,-0.5,-0.37,"1,719,800",232880000000.0,134600.0,135900.0,134600.0
01/10/2024,135900.0,135900.0,1.4,1.04,"4,725,900",642310000000.0,134700.0,136200.0,134700.0
28/10/2024,134900.0,134900.0,0.9,0.67,"1,506,000",202640000000.0,134100.0,135000.0,133600.0
25/10/2024,134000.0,134000.0,-0.3,-0.22,"1,839,000",246290000000.0,134300.0,134600.0,133600.0
24/10/2024,134300.0,134300.0,0.1,0.07,"2,277,200",305370000000.0,134200.0,134300.0,133800.0
23/10/2024,134200.0,134200.0,1.1,0.83,"3,015,100",403480000000.0,132900.0,134800.0,132600.0
22/10/2024,133100.0,133100.0,-2.4,-1.77,"6,009,200",806440000000.0,135700.0,135700.0,133000.0
21/10/2024,135500.0,135500.0,-1.5,-1.09,"2,681,300",366270000000.0,137000.0,137700.0,135500.0
18/10/2024,137000.0,137000.0,0,0.00,"2,169,400",297520000000.0,137400.0,137800.0,136600.0
17/10/2024,137000.0,137000.0,0.7,0.51,"2,579,200",351610000000.0,136500.0,137100.0,135500.0
16/10/2024,136300.0,136300.0,-0.7,-0.51,"2,756,000",376150000000.0,136400.0,137100.0,136000.0
15/10/2024,137000.0,137000.0,-0.6,-0.44,"2,860,800",393000000000.0,137600.0,138600.0,136600.0
14/10/2024,137600.0,137600.0,-2,-1.43,"5,605,300",777270000000.0,141100.0,141300.0,137100.0
11/10/2024,139600.0,139600.0,-2.1,-1.48,"3,813,600",536150000000.0,142000.0,142800.0,139600.0
10/10/2024,141700.0,141700.0,6.3,4.65,"9,952,200",1392000000000.0,135800.0,142000.0,135800.0
09/10/2024,135400.0,135400.0,1.6,1.20,"2,619,900",354280000000.0,134300.0,135800.0,134300.0
08/10/2024,133800.0,133800.0,-0.3,-0.22,"2,108,600",282820000000.0,134100.0,135100.0,133600.0
07/10/2024,134100.0,134100.0,0,0.00,"1,330,500",178340000000.0,134200.0,134900.0,133600.0
04/10/2024,134100.0,134100.0,0.1,0.07,"1,468,400",196790000000.0,134300.0,134800.0,133500.0
03/10/2024,134000.0,134000.0,-1.4,-1.03,"2,300,800",311080000000.0,135400.0,136100.0,134000.0
02/10/2024,135400.0,135400.0,-0.5,-0.37,"1,719,800",232880000000.0,134600.0,135900.0,134600.0
01/10/2024,135900.0,135900.0,1.4,1.04,"4,725,900",642310000000.0,134700.0,136200.0,134700.0
30/09/2024,134500.0,134500.0,0.3,0.22,"3,030,500",404860000000.0,134200.0,134500.0,133000.0
27/09/2024,134200.0,134200.0,-0.1,-0.07,"3,352,800",448850000000.0,134300.0,134400.0,133500.0
26/09/2024,134300.0,134300.0,-0.5,-0.37,"2,815,600",378100000000.0,135000.0,135000.0,133900.0
25/09/2024,134800.0,134800.0,0.3,0.22,"4,479,900",601390000000.0,134300.0,134800.0,133600.0
24/09/2024,134500.0,134500.0,0.5,0.37,"2,011,400",269630000000.0,134000.0,134700.0,133700.0
23/09/2024,134000.0,134000.0,-1.3,-0.96,"2,441,200",327880000000.0,135900.0,135900.0,133400.0
20/09/2024,135300.0,135300.0,0.1,0.07,"3,719,700",506350000000.0,136300.0,137000.0,135000.0
19/09/2024,135200.0,135200.0,0.6,0.45,"5,154,300",695880000000.0,135000.0,135800.0,134300.0
18/09/2024,134600.0,134600.0,1.7,1.28,"5,379,600",722780000000.0,133400.0,135200.0,132900.0
17/09/2024,132900.0,132900.0,1.8,1.37,"2,651,400",350670000000.0,131200.0,132900.0,131200.0
16/09/2024,131100.0,131100.0,-1.9,-1.43,"1,915,700",252150000000.0,131800.0,133000.0,131100.0
13/09/2024,133000.0,133000.0,0.7,0.53,"3,186,800",423780000000.0,132200.0,133400.0,132000.0
12/09/2024,132300.0,132300.0,1.7,1.30,"4,118,000",543299999999.99994,131000.0,132500.0,131000.0
11/09/2024,130600.0,130600.0,0.6,0.46,"3,190,400",416160000000.0,130000.0,131300.0,129800.00000000001
10/09/2024,130000.0,130000.0,-1.3,-0.99,"4,195,100",546650000000.0,131000.0,131000.0,129600.0
09/09/2024,131300.0,131300.0,-0.8,-0.61,"2,885,200",377090000000.0,130800.00000000001,131900.0,130100.0
06/09/2024,132100.0,132100.0,1.5,1.15,"3,821,400",503720000000.0,130500.0,132900.0,130300.00000000001
05/09/2024,130600.0,130600.0,-2.4,-1.80,"8,055,600",1051190000000.0,133000.0,133000.0,129699.99999999999
04/09/2024,133000.0,133000.0,-1.8,-1.34,"4,535,200",600250000000.0,133000.0,133000.0,131500.0
30/08/2024,134800.0,134800.0,1.1,0.82,"3,315,800",446150000000.0,133500.0,134900.0,133000.0
29/08/2024,133700.0,133700.0,0.4,0.30,"2,092,700",278680000000.0,132800.0,133800.0,132200.0
28/08/2024,133300.0,133300.0,0.8,0.60,"2,711,500",362340000000.0,133000.0,134500.0,132900.0
27/08/2024,132500.0,132500.0,1,0.76,"2,338,500",308170000000.0,131500.0,132600.0,130400.0
26/08/2024,131500.0,131500.0,-1.6,-1.20,"2,590,300",342210000000.0,133300.0,133500.0,131500.0
23/08/2024,133100.0,133100.0,-0.7,-0.52,"3,055,000",406250000000.0,133700.0,133700.0,132400.0
22/08/2024,133800.0,133800.0,0.3,0.22,"3,020,500",404700000000.0,134000.0,134500.0,133500.0
21/08/2024,133500.0,133500.0,2,1.52,"6,119,700",808780000000.0,130600.0,133800.0,130600.0
20/08/2024,131500.0,131500.0,1,0.77,"3,741,400",492120000000.0,130699.99999999999,132500.0,130699.99999999999
19/08/2024,130500.0,130500.0,-0.1,-0.08,"2,498,400",326050000000.0,131100.0,131400.0,130000.0
16/08/2024,130600.0,130600.0,1.9,1.48,"5,093,600",663590000000.0,129100.0,131000.0,129100.0
15/08/2024,128699.99999999999,128699.99999999999,-0.8,-0.62,"2,257,600",290610000000.0,129100.0,129500.0,128199.99999999999
14/08/2024,129500.0,129500.0,-0.2,-0.15,"2,862,200",372250000000.0,130699.99999999999,131500.0,129500.0
13/08/2024,129699.99999999999,129699.99999999999,-0.3,-0.23,"4,097,900",529460000000.00006,129699.99999999999,130199.99999999999,128000.0
12/08/2024,130000.0,130000.0,3.1,2.44,"6,183,500",797500000000.0,126900.0,130199.99999999999,126200.0
09/08/2024,126900.0,126900.0,5.5,4.53,"5,496,400",684740000000.0,122400.0,126900.0,122000.0
08/08/2024,121400.0,121400.0,-0.6,-0.49,"2,654,900",323000000000.0,121600.0,122400.0,120900.0
07/08/2024,122000.0,122000.0,1.2,0.99,"2,822,800",341320000000.0,121000.0,122000.0,120200.0
06/08/2024,120800.0,120800.0,2.2,1.85,"6,728,100",812060000000.0,120000.0,121900.0,119800.0
05/08/2024,118600.0,118600.0,-4.6,-3.73,"10,415,200",1254100000000.0,121100.0,122900.0,117400.0
02/08/2024,123200.0,123200.0,-1.6,-1.28,"9,944,700",1221180000000.0,122100.0,124800.0,121000.0
01/08/2024,124800.0,124800.0,-3.8,-2.95,"6,870,300",866880000000.0,129600.0,129699.99999999999,124100.0
31/07/2024,128600.0,128600.0,0.6,0.47,"2,869,200",366620000000.0,127300.0,128600.0,126600.0
30/07/2024,128000.0,128000.0,-1,-0.78,"2,373,800",303850000000.0,129000.0,129500.0,127000.0
29/07/2024,129000.0,129000.0,1,0.78,"4,859,800",631080000000.0,130000.0,130600.0,129000.0
26/07/2024,128000.0,128000.0,3,2.40,"3,951,100",497180000000.0,125900.0,128000.0,124400.0
25/07/2024,125000.0,125000.0,-1,-0.79,"2,563,400",319820000000.0,124200.0,125500.0,124100.0
24/07/2024,126000.0,126000.0,0.5,0.40,"4,151,700",520860000000.0,125500.0,126600.0,124000.0
23/07/2024,125500.0,125500.0,1.4,1.13,"5,311,600",672730000000.0,124900.0,127500.0,124800.0
22/07/2024,124100.0,124100.0,-1.9,-1.51,"6,216,900",772290000000.0,126000.0,126000.0,123200.0
19/07/2024,126000.0,126000.0,-1.9,-1.49,"6,551,700",832650000000.0,128600.0,129300.00000000001,126000.0
18/07/2024,127900.0,127900.0,-4,-3.03,"10,800,200",1391940000000.0,131400.0,131400.0,127800.0
17/07/2024,131900.0,131900.0,-2.1,-1.57,"6,970,100",921800000000.0,134000.0,134100.0,129900.0
16/07/2024,134000.0,134000.0,1.3,0.98,"4,002,300",533549999999.99994,133600.0,134500.0,132300.0
15/07/2024,132700.0,132700.0,-1.1,-0.82,"3,067,200",408780000000.0,133500.0,134800.0,132300.0
12/07/2024,133800.0,133800.0,0.8,0.60,"3,553,400",476050000000.0,132200.0,136000.0,132200.0
11/07/2024,133000.0,133000.0,-1,-0.75,"6,842,100",913790000000.0,134100.0,135400.0,132500.0
10/07/2024,134000.0,134000.0,-3.5,-2.55,"6,294,700",853170000000.0,136000.0,137000.0,134000.0
09/07/2024,137500.0,137500.0,-2.1,-1.50,"9,676,100",1327020000000.0,139100.0,139300.0,136000.0
08/07/2024,139600.0,139600.0,0.9,0.65,"5,865,700",814730000000.0,138500.0,139600.0,137500.0
05/07/2024,138700.0,138700.0,2.9,2.14,"7,789,400",1078089999999.9999,136100.0,139700.0,136100.0
04/07/2024,135800.0,135800.0,4.8,3.66,"8,117,900",1088490000000.0,132100.0,135800.0,132100.0
03/07/2024,131000.0,131000.0,3,2.34,"7,634,100",1005100000000.0,130500.0,132800.0,130100.0
02/07/2024,128000.0,128000.0,-0.6,-0.47,"6,720,600",873660000000.0,128600.0,132100.0,127500.0
01/07/2024,128600.0,128600.0,-1.9,-1.46,"6,376,000",822640000000.0,130400.0,130400.0,128500.0
28/06/2024,130500.0,130500.0,-2.3,-1.73,"6,633,000",873570000000.0,132800.0,132800.0,130400.0
27/06/2024,132800.0,132800.0,1,0.76,"6,403,700",847770000000.0,131300.0,134100.0,130800.00000000001
26/06/2024,131800.0,131800.0,1.8,1.38,"7,147,400",932100000000.0,131000.0,131800.0,129400.0
25/06/2024,130000.0,130000.0,-2.1,-1.59,"13,706,800",1776770000000.0,131000.0,131100.0,128600.0
24/06/2024,132100.0,132100.0,-4,-2.94,"13,186,900",1762000000000.0,135000.0,135500.0,132000.0
21/06/2024,136100.0,136100.0,2.8,2.10,"7,653,300",1034710000000.0,133900.0,136100.0,133300.0
20/06/2024,133300.0,133300.0,1.8,1.37,"10,465,700",1404640000000.0,133000.0,135700.0,131800.0
19/06/2024,131500.0,131500.0,3.5,2.73,"9,669,200",1249780000000.0,128000.0,132800.0,126600.0
18/06/2024,128000.0,128000.0,-0.8,-0.62,"6,680,000",860580000000.0,128800.00000000001,129699.99999999999,128000.0
17/06/2024,128800.00000000001,128800.00000000001,-2.2,-1.68,"4,867,600",631220000000.0,131000.0,131400.0,128500.0
14/06/2024,131000.0,131000.0,1,0.77,"6,406,200",834850000000.0,130100.0,132600.0,129000.0
13/06/2024,130000.0,130000.0,-2,-1.52,"8,136,200",1066859999999.9999,133700.0,133800.0,130000.0
12/06/2024,132000.0,132000.0,5.48,4.33,"11,215,500",1464080000000.0,127900.0,132700.0,127800.0
11/06/2024,146500.0,126520.0,2.5,1.74,"6,327,300",915260000000.0,144300.0,146500.0,143100.0
10/06/2024,144000.0,124360.0,2,1.41,"3,775,400",542409999999.99994,143500.0,145000.0,143000.0
07/06/2024,142000.0,122630.0,2.4,1.72,"3,756,900",530590000000.00006,141000.0,142000.0,140500.0
06/06/2024,139600.0,120560.0,-0.5,-0.36,"5,211,800",731830000000.0,140300.0,141700.0,138800.0
05/06/2024,140100.0,120990.0,1,0.72,"6,321,600",895480000000.0,140000.0,144900.0,139700.0
04/06/2024,139100.0,120130.0,2.2,1.61,"7,009,800",973900000000.0,139000.0,139300.0,137800.0
03/06/2024,136900.0,118230.0,2.3,1.71,"7,773,600",1062260000000.0,135000.0,137600.0,134700.0
31/05/2024,134600.0,116240.0,-0.4,-0.30,"2,633,500",354490000000.0,135000.0,136800.0,133800.0
30/05/2024,135000.0,116590.0,-0.7,-0.52,"7,261,300",965210000000.0,133800.0,135000.0,131900.0
29/05/2024,135700.0,117190.0,-1.3,-0.95,"5,837,600",793590000000.0,137100.0,138200.0,134800.0
28/05/2024,137000.0,118310.0,4.2,3.16,"4,625,300",623830000000.0,134000.0,137000.0,133100.0
27/05/2024,132800.0,114690.0,0.9,0.68,"5,157,800",682270000000.0,133000.0,133500.0,130600.0
24/05/2024,131900.0,113910.0,-5.6,-4.07,"13,375,600",1782680000000.0,138000.0,138000.0,130600.0
23/05/2024,137500.0,118740.0,-0.5,-0.36,"3,621,500",493720000000.0,137500.0,137800.0,135000.0
22/05/2024,138000.0,119180.0,2,1.47,"4,511,800",621720000000.0,137900.0,139700.0,136100.0
21/05/2024,136000.0,117450.0,3,2.26,"3,471,900",467060000000.0,134000.0,136000.0,133500.0
20/05/2024,133000.0,114860.0,-1.5,-1.12,"2,013,500",270500000000.0,135200.0,136100.0,133000.0
17/05/2024,134500.0,116150.0,-0.9,-0.66,"2,306,400",310270000000.0,135400.0,136000.0,133700.0
16/05/2024,135400.0,116930.0,1.3,0.97,"3,119,000",423780000000.0,135600.0,137300.0,134200.0
15/05/2024,134100.0,115810.0,3.6,2.76,"3,653,100",485070000000.0,131500.0,134500.0,131300.0
14/05/2024,130500.0,112700.0,0.8,0.62,"2,304,600",300960000000.0,130000.0,131700.0,129600.0
13/05/2024,129699.99999999999,112010.0,-1.3,-0.99,"1,852,200",240660000000.0,131300.0,131500.0,128800.00000000001
10/05/2024,131000.0,113130.0,0.7,0.54,"3,789,700",494170000000.0,131300.0,132200.0,129199.99999999999
09/05/2024,130300.00000000001,112530.0,-0.7,-0.53,"2,203,300",288300000000.0,130600.0,132800.0,130000.0
08/05/2024,131000.0,113130.0,-0.3,-0.23,"3,017,800",392620000000.0,130100.0,131000.0,129300.00000000001
07/05/2024,131300.0,113390.0,3.7,2.90,"3,122,800",406190000000.0,128000.0,131600.0,127200.0
06/05/2024,127600.0,110200.0,1.7,1.35,"2,704,600",341470000000.0,126500.0,127600.0,124500.0
03/05/2024,125900.0,108730.0,-1.4,-1.10,"3,191,200",403100000000.0,128100.0,128400.0,125600.0
02/05/2024,127300.0,109940.0,4.1,3.33,"3,469,300",439890000000.0,123800.0,129000.0,123500.0
26/04/2024,123200.0,106400.0,0,0.00,"3,396,500",419620000000.0,123000.0,125400.0,122200.0
25/04/2024,123200.0,106400.0,3.1,2.58,"5,707,700",708160000000.0,122500.0,128000.0,121900.0
24/04/2024,120100.0,103720.0,7.8,6.95,"10,158,700",1204720000000.0,113600.0,120100.0,113200.0
23/04/2024,112300.0,96980.0,2,1.81,"4,037,600",451060000000.0,110900.0,113300.0,109900.0
22/04/2024,110300.0,95260.0,1.3,1.19,"2,397,300",264100000000.00003,110000.0,111400.0,108900.0
19/04/2024,109000.0,94130.0,-2.8,-2.50,"5,361,100",589380000000.0,110500.0,111200.0,109000.0
17/04/2024,111800.0,96550.0,-1.2,-1.06,"1,943,300",218040000000.0,113100.0,113100.0,111600.0
16/04/2024,113000.0,97590.0,1.4,1.25,"3,642,700",408790000000.0,112000.0,113200.0,111500.0
15/04/2024,111600.0,96380.0,-3.9,-3.38,"3,701,900",418740000000.0,115500.0,115600.0,111500.0
12/04/2024,115500.0,99750.0,0.6,0.52,"1,367,300",157330000000.0,115900.0,115900.0,114300.0
11/04/2024,114900.0,99230.0,1.1,0.97,"1,549,400",177680000000.0,113500.0,115400.0,113300.0
10/04/2024,113800.0,98280.0,0.8,0.71,"1,791,100",204640000000.0,113500.0,115600.0,113300.0
09/04/2024,113000.0,97590.0,0.4,0.36,"1,432,500",161740000000.0,112600.0,113200.0,112500.0
08/04/2024,112600.0,97240.0,-1.1,-0.97,"1,952,000",220500000000.0,113700.0,113700.0,112600.0
05/04/2024,113700.0,98190.0,-0.3,-0.26,"2,759,000",312860000000.0,113100.0,114700.0,112600.0
04/04/2024,114000.0,98450.0,-1.1,-0.96,"2,359,500",270720000000.00003,115000.0,115800.0,114000.0
03/04/2024,115100.0,99400.0,-1.9,-1.62,"2,549,000",295490000000.0,116100.0,117000.0,115100.0
02/04/2024,117000.0,101040.0,0.2,0.17,"2,285,800",265370000000.0,115400.0,117000.0,115400.0
01/04/2024,116800.0,100870.0,0.3,0.26,"1,974,600",229430000000.0,116000.0,117600.0,115200.0
29/03/2024,116500.0,100610.0,-0.6,-0.51,"1,343,500",156540000000.0,116400.0,117200.0,116000.0
28/03/2024,117100.0,101130.0,1.9,1.65,"2,803,200",327410000000.0,115900.0,117400.0,115300.0
27/03/2024,115200.0,99490.0,0.2,0.17,"1,320,200",151370000000.0,114700.0,115300.0,114100.0
26/03/2024,115000.0,99310.0,1,0.88,"1,693,300",193340000000.0,114000.0,115500.0,113600.0
25/03/2024,114000.0,98450.0,-0.9,-0.78,"2,794,400",319230000000.0,114100.0,115100.0,113800.0
22/03/2024,114900.0,99230.0,-1.3,-1.12,"2,414,800",278390000000.0,116300.0,116300.0,114500.0
21/03/2024,116200.0,100350.0,1.7,1.48,"3,757,800",434060000000.0,115200.0,116200.0,114600.0
20/03/2024,114500.0,98880.0,2.5,2.23,"3,475,700",392250000000.0,112300.0,115000.0,111100.0
19/03/2024,112000.0,96720.0,-1,-0.88,"3,315,400",370890000000.0,113000.0,113000.0,111100.0
18/03/2024,113000.0,97590.0,-3,-2.59,"5,884,600",665120000000.0,115800.0,115800.0,111100.0
15/03/2024,116000.0,100180.0,-1,-0.85,"3,838,400",443870000000.0,116800.0,116800.0,114500.0
14/03/2024,117000.0,101040.0,0,0.00,"3,463,000",405680000000.0,118500.0,118500.0,115700.0
13/03/2024,117000.0,101040.0,5.1,4.56,"5,114,200",588110000000.0,112800.0,117000.0,112000.0
12/03/2024,111900.0,96640.0,1.9,1.73,"2,907,800",325460000000.0,110000.0,113500.0,110000.0
11/03/2024,110000.0,95000.0,0,0.00,"3,381,500",376120000000.0,110000.0,113500.0,110000.0
08/03/2024,110000.0,95000.0,-1.3,-1.17,"3,115,600",344120000000.0,111300.0,112600.0,109500.0
07/03/2024,111300.0,96120.0,2.2,2.02,"4,037,600",445720000000.0,109100.0,113900.0,108200.0
06/03/2024,109000.0,94130.0,-1.7,-1.54,"2,491,100",273050000000.0,110000.0,110400.0,108700.0
05/03/2024,110700.0,95600.0,-0.7,-0.63,"3,383,000",373770000000.0,111400.0,111400.0,109900.0
04/03/2024,111400.0,96200.0,0.6,0.54,"3,087,100",343320000000.0,111000.0,111800.0,110800.0
01/03/2024,110800.0,95690.0,1.8,1.65,"4,019,400",445120000000.0,109200.0,111400.0,109100.0
29/02/2024,109000.0,94130.0,0.5,0.46,"2,824,800",306120000000.0,108200.0,109400.0,107700.0
28/02/2024,108500.0,93700.0,0.6,0.56,"3,461,700",370690000000.0,108000.0,108500.0,106300.0
27/02/2024,107900.0,93180.0,-0.1,-0.09,"2,800,800",303860000000.0,108500.0,109500.0,107400.0
26/02/2024,108000.0,93270.0,4.1,3.95,"4,466,700",473980000000.0,103900.0,108000.0,103500.0
23/02/2024,103900.0,89730.0,-0.7,-0.67,"4,103,500",431110000000.0,105500.0,106700.0,103300.0
22/02/2024,104600.0,90330.0,-1.3,-1.23,"1,718,700",180290000000.0,105900.0,106000.0,104600.0
21/02/2024,105900.0,91460.0,1.6,1.53,"3,137,500",328040000000.0,104000.0,106900.0,103500.0
20/02/2024,104300.0,90070.0,-0.7,-0.67,"1,844,300",192680000000.0,105200.0,105200.0,104000.0
19/02/2024,105000.0,90680.0,-0.1,-0.10,"2,031,800",215100000000.0,105500.0,107000.0,105000.0
16/02/2024,105100.0,90760.0,1.1,1.06,"2,066,000",215440000000.0,104000.0,105100.0,103800.0
15/02/2024,104000.0,89810.0,-0.9,-0.86,"2,248,400",234700000000.0,105200.0,105500.0,103800.0
07/02/2024,104900.0,90590.0,0.8,0.77,"2,125,400",222220000000.0,104700.0,105000.0,103900.0
06/02/2024,104100.0,89900.0,0.6,0.58,"1,884,300",195590000000.0,103600.0,105000.0,102900.0
05/02/2024,103500.0,89380.0,1.5,1.47,"2,694,400",278080000000.0,102000.0,104100.0,101900.0
02/02/2024,102000.0,88090.0,2.1,2.10,"2,876,100",291830000000.0,100200.0,102200.0,100100.0
01/02/2024,99900.0,86270.0,4.2,4.39,"7,793,700",769270000000.0,95900.0,99900.0,95700.0
31/01/2024,95700.0,82650.0,0.1,0.10,"1,381,500",132210000000.00002,95600.0,96000.0,95500.0
30/01/2024,95600.0,82560.0,-0.3,-0.31,"949,000",90720000000.0,95900.0,95900.0,95400.0
29/01/2024,95900.0,82820.0,0,0.00,"1,060,700",101450000000.0,95900.0,96100.0,95300.0
26/01/2024,95900.0,82820.0,0.8,0.84,"925,400",88600000000.0,95500.0,96200.0,95300.0
25/01/2024,95100.0,82130.0,0.1,0.11,"845,100",80370000000.0,95100.0,95700.0,94800.0
24/01/2024,95000.0,82040.0,-0.6,-0.63,"1,722,100",164000000000.0,95800.0,95800.0,94900.0
23/01/2024,95600.0,82560.0,-0.8,-0.83,"1,480,400",141720000000.0,96100.0,96400.0,95400.0
22/01/2024,96400.0,83250.0,0.1,0.10,"1,108,000",106620000000.0,96800.0,96800.0,95800.0
19/01/2024,96300.0,83160.0,0.7,0.73,"1,493,200",143660000000.0,96000.0,96900.0,95700.0
18/01/2024,95600.0,82560.0,-0.1,-0.10,"1,136,900",108760000000.0,95700.0,96000.0,95200.0
17/01/2024,95700.0,82650.0,0,0.00,"1,414,000",135030000000.0,95600.0,96000.0,95000.0
16/01/2024,95700.0,82650.0,0.3,0.31,"810,000",77060000000.0,94700.0,95700.0,94700.0
15/01/2024,95400.0,82390.0,0.7,0.74,"1,312,200",125170000000.0,95000.0,95900.0,94900.0
12/01/2024,94700.0,81780.0,-0.3,-0.32,"2,597,000",245360000000.0,94800.0,95600.0,94100.0
11/01/2024,95000.0,82040.0,0.3,0.32,"1,370,900",130220000000.0,94700.0,95400.0,94700.0
10/01/2024,94700.0,81780.0,-1.9,-1.97,"3,302,500",315300000000.0,96700.0,96900.0,94500.0
09/01/2024,96600.0,83420.0,-0.7,-0.72,"1,211,700",117320000000.0,97300.0,97300.0,96600.0
08/01/2024,97300.0,84030.0,-0.1,-0.10,"1,443,000",140900000000.0,97400.0,98300.0,97100.0
05/01/2024,97400.0,84110.0,0.2,0.21,"1,138,600",110470000000.0,97300.0,97500.0,96500.0
04/01/2024,97200.0,83940.0,0.9,0.93,"2,973,900",289660000000.0,96300.0,98400.0,96200.0
03/01/2024,96300.0,83160.0,0.4,0.42,"1,436,900",137660000000.0,95600.0,96500.0,95400.0
02/01/2024,95900.0,82820.0,-0.2,-0.21,"1,714,500",164850000000.0,96900.0,96900.0,95700.0
29/12/2023,96100.0,82990.0,-0.5,-0.52,"1,866,600",180080000000.0,96600.0,97000.0,96100.0
28/12/2023,96600.0,83420.0,-0.3,-0.31,"1,196,600",115550000000.0,97000.0,97000.0,96300.0
27/12/2023,96900.0,83680.0,-0.3,-0.31,"1,355,900",131870000000.0,97400.0,97800.0,96900.0
26/12/2023,97200.0,83940.0,1.2,1.25,"3,359,900",327870000000.0,96500.0,98600.0,96400.0
25/12/2023,96000.0,82910.0,1.4,1.48,"2,017,000",193000000000.0,94900.0,96200.0,94800.0
22/12/2023,94600.0,81700.0,-0.5,-0.53,"1,275,400",120770000000.0,95000.0,95100.0,94400.0
21/12/2023,95100.0,82130.0,0.4,0.42,"1,756,800",165880000000.0,94600.0,95100.0,94000.0
20/12/2023,94700.0,81780.0,0.1,0.11,"1,349,500",127490000000.0,94300.0,95000.0,94100.0
19/12/2023,94600.0,81700.0,0.6,0.64,"1,250,400",117520000000.0,93900.0,94600.0,93600.0
18/12/2023,94000.0,81180.0,-2.2,-2.29,"2,266,500",214400000000.0,95900.0,96200.0,93700.0
15/12/2023,96200.0,83080.0,0,0.00,"1,474,300",141250000000.0,96200.0,96300.0,95000.0
14/12/2023,96200.0,83080.0,1,1.05,"1,712,300",163970000000.0,95800.0,96400.0,95200.0
13/12/2023,95200.0,82210.0,-1.6,-1.65,"2,148,100",206460000000.0,97400.0,97400.0,95200.0
12/12/2023,96800.0,83600.0,1.8,1.89,"4,084,900",393400000000.0,95400.0,96800.0,95300.0
11/12/2023,95000.0,82040.0,0.8,0.85,"1,564,500",148860000000.0,95500.0,95700.0,94600.0
08/12/2023,94200.0,81350.0,-0.1,-0.11,"1,745,800",164620000000.0,94300.0,95100.0,93500.0
07/12/2023,94300.0,81440.0,-0.7,-0.74,"3,761,200",352100000000.0,95100.0,95300.0,92800.0
06/12/2023,95000.0,82040.0,0.2,0.21,"1,220,700",115610000000.0,95000.0,95400.0,94100.0
05/12/2023,94800.0,81870.0,1.2,1.28,"3,590,200",340740000000.0,93800.0,95800.0,93700.0
04/12/2023,93600.0,80830.0,1.2,1.30,"3,462,300",323130000000.0,92600.0,94000.0,92600.0
01/12/2023,92400.0,79800.0,0.5,0.54,"1,190,800",109610000000.0,92200.0,92900.0,91300.0
30/11/2023,91900.0,79360.0,0.2,0.22,"1,982,400",183130000000.0,91400.0,93700.0,91300.0
29/11/2023,91700.0,79190.0,0.6,0.66,"801,500",73290000000.0,91600.0,92000.0,91100.0
28/11/2023,91100.0,78670.0,0.4,0.44,"1,090,700",98660000000.0,90800.0,91900.0,89900.0
27/11/2023,90700.0,78330.0,-0.5,-0.55,"1,659,500",150420000000.0,91400.0,91400.0,90100.0
24/11/2023,91200.0,78760.0,0.4,0.44,"2,248,500",204900000000.0,90800.0,92000.0,90200.0
23/11/2023,90800.0,78410.0,-2.2,-2.37,"2,165,700",200320000000.0,93300.0,93700.0,90800.0
22/11/2023,93000.0,80310.0,1.1,1.20,"3,271,700",303190000000.0,91900.0,93100.0,91900.0
21/11/2023,91900.0,79360.0,1.2,1.32,"1,460,700",133259999999.99998,92000.0,92000.0,90700.0
