Ngày,Giá đóng,Giá điều chỉnh,Giá trị thay đổi,% thay đổi,Tổng KL GD,Tổng GT GD,Giá mở,Giá cao nhất,Giá thấp nhất
30/03/2020,40400.0,17220.0,-2.7,-6.26,"2,157,690",87330000000.0,40500.0,41100.0,40100.0
27/03/2020,43100.0,18370.0,-1.1,-2.49,"2,633,750",115090000000.0,44400.0,44400.0,42900.0
26/03/2020,44200.0,18840.0,-1.8,-3.91,"2,358,310",105980000000.0,45500.0,45850.0,44200.0
25/03/2020,46000.0,19610.0,1.5,3.37,"2,131,790",97430000000.0,46000.0,46400.0,45150.0
24/03/2020,44500.0,18970.0,0.1,0.23,"2,191,500",97500000000.0,45000.0,45000.0,43500.0
23/03/2020,44400.0,18930.0,-3.3,-6.92,"2,826,690",127010000000.0,46100.0,46900.0,44400.0
20/03/2020,47700.0,20330.0,0,0.00,"1,291,360",61620000000.0,48200.0,48250.0,47350.0
19/03/2020,47700.0,20330.0,-0.7,-1.45,"1,296,590",62080000000.0,47600.0,48100.0,47600.0
18/03/2020,48400.0,20630.0,-0.1,-0.21,"1,642,800",79970000000.0,49000.0,49100.0,48350.0
17/03/2020,48500.0,20670.0,0.9,1.89,"2,474,650",118340000000.0,48500.0,48500.0,46500.0
16/03/2020,47600.0,20290.0,-0.55,-1.14,"1,898,960",92040000000.0,48150.0,49700.0,47500.0
13/03/2020,48150.0,20530.0,0.05,0.10,"2,919,140",136990000000.00002,45300.0,50000.0,45200.0
12/03/2020,48100.0,20500.0,-2.7,-5.31,"3,981,670",192750000000.0,48600.0,49300.0,47300.0
11/03/2020,50800.0,21650.0,-0.9,-1.74,"2,753,310",139860000000.0,52000.0,52500.0,49500.0
10/03/2020,51700.0,22040.0,1.4,2.78,"2,030,340",104300000000.0,51000.0,52000.0,50300.0
09/03/2020,50300.0,21440.0,-3.7,-6.85,"4,735,140",241030000000.0,51200.0,52000.0,50300.0
06/03/2020,54000.0,23020.0,-0.6,-1.10,"1,305,030",70470000000.0,54200.0,54300.0,53500.0
05/03/2020,54600.0,23270.0,-0.9,-1.62,"1,296,450",71440000000.0,55500.0,55900.0,54600.0
04/03/2020,55500.0,23660.0,-0.4,-0.72,"1,660,790",91560000000.0,55500.0,55500.0,54900.0
03/03/2020,55900.0,23830.0,0.2,0.36,"1,193,800",67069999999.99999,56200.0,57000.0,55700.0
02/03/2020,55700.0,23740.0,0.6,1.09,"1,787,060",99180000000.0,55100.0,56200.0,54800.0
28/02/2020,55100.0,23490.0,-0.9,-1.61,"2,132,200",117250000000.0,55000.0,55700.0,54600.0
27/02/2020,56000.0,23870.0,1,1.82,"2,927,040",163000000000.0,55000.0,56500.0,54600.0
26/02/2020,55000.0,23450.0,1,1.85,"3,221,270",175920000000.0,53400.0,55200.0,53000.0
25/02/2020,54000.0,23020.0,1.5,2.86,"1,407,720",74320000000.0,52100.0,54000.0,52000.0
24/02/2020,52500.0,22380.0,-2.2,-4.02,"2,261,990",120130000000.0,53100.0,53900.0,52500.0
21/02/2020,54700.0,23320.0,-1.1,-1.97,"1,458,040",80560000000.0,55900.0,55900.0,54700.0
20/02/2020,55800.0,23790.0,0.1,0.18,"780,810",43570000000.0,56100.0,56400.0,55500.0
19/02/2020,55700.0,23740.0,-0.3,-0.54,"681,250",38080000000.0,55900.0,56200.0,55500.0
18/02/2020,56000.0,23870.0,1.8,3.32,"1,760,940",97250000000.0,54400.0,56000.0,54300.0
17/02/2020,54200.0,23100.0,-0.3,-0.55,"726,390",39400000000.0,54600.0,54600.0,54000.0
14/02/2020,54500.0,23230.0,0.2,0.37,"884,240",47970000000.0,54100.0,54500.0,54000.0
13/02/2020,54300.0,23150.0,0.2,0.37,"1,030,570",55670000000.0,54100.0,54500.0,53700.0
12/02/2020,54100.0,23060.0,0.5,0.93,"1,104,870",59880000000.0,53800.0,54700.0,53700.0
11/02/2020,53600.0,22850.0,1,1.90,"1,085,380",57940000000.0,52900.0,53700.0,52700.0
10/02/2020,52600.0,22420.0,-0.7,-1.31,"738,090",38790000000.0,52400.0,53000.0,52100.0
07/02/2020,53300.0,22720.0,-0.3,-0.56,"1,218,660",64700000000.0,53000.0,53500.0,52800.0
06/02/2020,53600.0,22850.0,1.6,3.08,"1,708,550",90090000000.0,52500.0,53600.0,51800.0
05/02/2020,52000.0,22170.0,0.2,0.39,"1,648,620",86330000000.0,52300.0,52800.0,52000.0
04/02/2020,51800.0,22080.0,0.3,0.58,"1,651,440",85470000000.0,52400.0,52400.0,51000.0
03/02/2020,51500.0,21950.0,-0.5,-0.96,"3,602,970",180910000000.0,51500.0,52500.0,49000.0
31/01/2020,52000.0,22170.0,-2.7,-4.94,"4,118,150",218290000000.0,54000.0,54900.0,52000.0
30/01/2020,54700.0,23320.0,-1.8,-3.19,"2,638,460",145070000000.0,55300.0,55800.0,53900.0
22/01/2020,56500.0,24080.0,1,1.80,"3,165,650",175360000000.0,55000.0,56500.0,54700.0
21/01/2020,55500.0,23660.0,-1.9,-3.31,"4,351,820",246010000000.0,57800.0,58000.0,55500.0
20/01/2020,57400.0,24470.0,-0.2,-0.35,"1,227,100",70610000000.0,57500.0,58000.0,57200.0
17/01/2020,57600.0,24550.0,-0.4,-0.69,"1,388,810",79900000000.0,58000.0,58100.0,57000.0
16/01/2020,58000.0,24720.0,1,1.75,"1,942,970",112250000000.0,57000.0,58200.0,57000.0
15/01/2020,57000.0,24300.0,0,0.00,"940,870",53580000000.0,57000.0,57100.0,56800.0
14/01/2020,57000.0,24300.0,-0.1,-0.18,"721,680",41250000000.0,57100.0,57400.0,57000.0
13/01/2020,57100.0,24340.0,-0.4,-0.70,"786,760",44990000000.0,57400.0,57600.0,57000.0
10/01/2020,57500.0,24510.0,-0.1,-0.17,"1,018,650",58500000000.0,57500.0,57800.0,57100.0
09/01/2020,57600.0,24550.0,0.8,1.41,"967,050",55540000000.0,57300.0,57700.0,57100.0
08/01/2020,56800.0,24210.0,-1.3,-2.24,"1,814,290",103650000000.0,57500.0,57700.0,56800.0
07/01/2020,58100.0,24770.0,1.1,1.93,"837,240",48250000000.0,57300.0,58100.0,57000.0
06/01/2020,57000.0,24300.0,-0.6,-1.04,"1,091,660",62400000000.0,57100.0,57600.0,56800.0
03/01/2020,57600.0,24550.0,-1,-1.71,"2,047,880",118930000000.0,58900.0,59100.0,57400.0
02/01/2020,58600.0,24980.0,0.3,0.51,"896,720",52550000000.0,58300.0,59000.0,58000.0
31/12/2019,58300.0,24850.0,-0.3,-0.51,"689,030",40170000000.0,58600.0,58700.0,58000.0
30/12/2019,58600.0,24980.0,1,1.74,"2,881,060",167860000000.0,57800.0,58900.0,57600.0
27/12/2019,57600.0,24550.0,0.2,0.35,"1,004,860",57590000000.0,57400.0,57800.0,56800.0
26/12/2019,57400.0,24470.0,-0.1,-0.17,"1,124,500",64900000000.00001,57800.0,58100.0,57400.0
25/12/2019,57500.0,24510.0,1.1,1.95,"1,604,350",91940000000.0,56400.0,57900.0,56400.0
24/12/2019,56400.0,24040.0,0.3,0.53,"692,100",38950000000.0,56400.0,56500.0,56100.0
23/12/2019,56100.0,23910.0,-0.4,-0.71,"766,000",43230000000.0,56900.0,57000.0,56000.0
20/12/2019,56500.0,24080.0,0.7,1.25,"777,100",43730000000.0,56000.0,56700.0,55800.0
19/12/2019,55800.0,23790.0,0.3,0.54,"817,820",45680000000.0,55500.0,56200.0,55400.0
18/12/2019,55500.0,23660.0,0.1,0.18,"1,022,490",56830000000.0,55400.0,56000.0,55000.0
17/12/2019,55400.0,23620.0,-1.1,-1.95,"2,211,360",122860000000.0,56200.0,56400.0,55100.0
16/12/2019,56500.0,24080.0,-0.6,-1.05,"968,130",54890000000.0,57100.0,57100.0,56400.0
13/12/2019,57100.0,24340.0,0.1,0.18,"1,681,700",96170000000.0,57200.0,57500.0,56900.0
12/12/2019,57000.0,24300.0,0.5,0.88,"942,410",53680000000.0,56800.0,57200.0,56700.0
11/12/2019,56500.0,24080.0,1,1.80,"877,960",49060000000.0,55500.0,56600.0,55200.0
10/12/2019,55500.0,23660.0,0.2,0.36,"797,100",44070000000.0,55300.0,55800.0,54800.0
09/12/2019,55300.0,23570.0,0.3,0.55,"700,960",38840000000.0,55200.0,55800.0,55000.0
06/12/2019,55000.0,23450.0,0.1,0.18,"556,160",30580000000.0,55000.0,55400.0,54700.0
05/12/2019,54900.0,23400.0,-0.5,-0.90,"1,144,000",63350000000.0,55500.0,55800.0,54800.0
04/12/2019,55400.0,23620.0,0.9,1.65,"932,130",51200000000.0,54500.0,55500.0,54000.0
03/12/2019,54500.0,23230.0,-0.1,-0.18,"1,619,120",87860000000.0,54200.0,55200.0,53300.0
02/12/2019,54600.0,23270.0,-1.8,-3.19,"1,992,380",110320000000.0,56500.0,56500.0,54600.0
29/11/2019,56400.0,24040.0,0.4,0.71,"739,370",41690000000.0,56000.0,56800.0,55800.0
28/11/2019,56000.0,23870.0,-1,-1.75,"1,370,820",77160000000.0,56900.0,56900.0,55800.0
27/11/2019,57000.0,24300.0,-0.1,-0.18,"812,280",46360000000.0,57200.0,57400.0,56900.0
26/11/2019,57100.0,24340.0,0.5,0.88,"968,690",55210000000.0,57000.0,57200.0,56800.0
25/11/2019,56600.0,24130.0,0.6,1.07,"1,087,990",61440000000.0,56100.0,57000.0,55800.0
22/11/2019,56000.0,23870.0,0,0.00,"1,625,820",91300000000.0,56300.0,57100.0,55500.0
21/11/2019,56000.0,23870.0,-0.8,-1.41,"3,303,950",185930000000.0,56800.0,57100.0,55900.0
20/11/2019,56800.0,24210.0,-1.5,-2.57,"2,291,760",131320000000.0,58200.0,58200.0,56600.0
19/11/2019,58300.0,24850.0,0.8,1.39,"1,059,770",61330000000.0,57500.0,58300.0,57500.0
18/11/2019,57500.0,24510.0,-1.1,-1.88,"2,794,920",161380000000.0,58400.0,58800.0,57100.0
15/11/2019,58600.0,24980.0,0.3,0.51,"2,568,040",149770000000.0,58300.0,58800.0,57700.0
14/11/2019,58300.0,24850.0,-2.2,-3.64,"4,799,390",283400000000.0,60500.0,61000.0,57500.0
13/11/2019,60500.0,25790.0,-0.5,-0.82,"1,333,940",81180000000.0,61200.0,61300.0,60500.0
12/11/2019,61000.0,26000.0,1,1.67,"2,842,650",172930000000.0,60000.0,61300.0,60000.0
11/11/2019,60000.0,25580.0,0.4,0.67,"2,180,490",131169999999.99998,59700.0,60600.0,59500.0
08/11/2019,59600.0,25410.0,0.1,0.17,"1,219,540",72560000000.0,59800.0,59800.0,59200.0
07/11/2019,59500.0,25360.0,0,0.00,"1,438,030",85560000000.0,59500.0,59900.0,59200.0
06/11/2019,59500.0,25360.0,-0.3,-0.50,"1,551,610",92900000000.0,59800.0,60400.0,59500.0
05/11/2019,59800.0,25490.0,-0.1,-0.17,"1,239,520",74050000000.0,60100.0,60100.0,59400.0
04/11/2019,59900.0,25530.0,1.4,2.39,"5,811,560",346900000000.0,58700.0,60500.0,58700.0
01/11/2019,58500.0,24940.0,0.6,1.04,"1,732,950",100880000000.0,58000.0,58700.0,57600.0
31/10/2019,57900.0,24680.0,0.1,0.17,"1,263,390",73520000000.0,58000.0,58700.0,57800.0
30/10/2019,57800.0,24640.0,-0.1,-0.17,"1,102,070",63840000000.0,57900.0,58100.0,57600.0
29/10/2019,57900.0,24680.0,-0.2,-0.34,"953,020",55320000000.0,58200.0,58300.0,57800.0
28/10/2019,58100.0,24770.0,0.1,0.17,"1,494,820",87220000000.0,58000.0,58800.0,57800.0
25/10/2019,58000.0,24720.0,-0.2,-0.34,"1,355,310",78620000000.0,58300.0,58500.0,57700.0
24/10/2019,58200.0,24810.0,1.8,3.19,"2,233,890",128660000000.0,56800.0,58200.0,56400.0
23/10/2019,56400.0,24040.0,0.1,0.18,"747,810",42280000000.0,56000.0,57000.0,56000.0
22/10/2019,56300.0,24000.0,-0.2,-0.35,"1,534,380",86190000000.0,56500.0,56600.0,55700.0
21/10/2019,56500.0,24080.0,-0.6,-1.05,"1,260,490",71450000000.0,57400.0,57400.0,56300.0
18/10/2019,57100.0,24340.0,0.4,0.71,"1,447,340",82520000000.0,56800.0,57600.0,56600.0
17/10/2019,56700.0,24170.0,-0.8,-1.39,"1,621,590",92510000000.0,57400.0,57500.0,56600.0
16/10/2019,57500.0,24510.0,0.1,0.17,"829,050",47890000000.0,57800.0,58000.0,57400.0
15/10/2019,57400.0,24470.0,-0.3,-0.52,"663,910",38240000000.0,57800.0,57800.0,57400.0
14/10/2019,57700.0,24600.0,1.2,2.12,"2,231,030",128190000000.0,57000.0,58200.0,56800.0
11/10/2019,56500.0,24080.0,0.1,0.18,"794,420",44980000000.0,56700.0,56900.0,56400.0
10/10/2019,56400.0,24040.0,0,0.00,"808,000",45770000000.0,56600.0,57000.0,56400.0
09/10/2019,56400.0,24040.0,0.3,0.53,"937,530",53080000000.0,56300.0,57000.0,55800.0
08/10/2019,56100.0,23910.0,0.6,1.08,"1,337,220",74630000000.0,55500.0,56200.0,55200.0
07/10/2019,55500.0,23660.0,-1.3,-2.29,"2,371,810",133180000000.0,56800.0,57200.0,55500.0
04/10/2019,56800.0,24210.0,-0.4,-0.70,"1,271,210",72550000000.0,57500.0,57500.0,56700.0
03/10/2019,57200.0,24380.0,0,0.00,"2,804,850",159580000000.0,56600.0,57400.0,56400.0
02/10/2019,57200.0,24380.0,-1.3,-2.22,"2,439,020",140870000000.0,58500.0,58600.0,57200.0
01/10/2019,58500.0,24940.0,0.8,1.39,"1,644,130",95250000000.0,57700.0,58500.0,57600.0
30/09/2019,57700.0,24600.0,-0.8,-1.37,"2,199,170",128820000000.0,59300.0,59500.0,57700.0
27/09/2019,58500.0,24940.0,0.8,1.39,"2,510,520",146470000000.0,57600.0,58800.0,57400.0
26/09/2019,57700.0,24600.0,0.3,0.52,"992,640",57140000000.0,57700.0,58000.0,57200.0
25/09/2019,57400.0,24470.0,1.2,2.14,"1,442,410",81750000000.0,56300.0,57400.0,56100.0
24/09/2019,56200.0,23960.0,-0.3,-0.53,"2,537,600",142930000000.0,56400.0,57000.0,55800.0
23/09/2019,56500.0,24080.0,-1.7,-2.92,"2,313,090",132310000000.0,58000.0,58300.0,56500.0
20/09/2019,58200.0,24810.0,0.4,0.69,"1,396,120",81450000000.0,57700.0,58800.0,57600.0
19/09/2019,57800.0,24640.0,1.4,2.48,"1,432,730",81680000000.0,56600.0,57800.0,56200.0
18/09/2019,56400.0,24040.0,-1.2,-2.08,"2,592,910",147530000000.0,57900.0,57900.0,56300.0
17/09/2019,57600.0,24550.0,-0.1,-0.17,"1,194,690",68780000000.0,57300.0,58100.0,57100.0
16/09/2019,57700.0,24600.0,0.9,1.58,"1,339,560",76990000000.0,56500.0,58000.0,56700.0
13/09/2019,56800.0,24210.0,0.3,0.53,"2,123,900",120830000000.0,56500.0,57400.0,56300.0
12/09/2019,56500.0,24080.0,2.4,4.44,"3,799,910",211540000000.0,54400.0,56500.0,54400.0
11/09/2019,54100.0,23060.0,0.1,0.19,"1,179,670",63540000000.0,54000.0,54200.0,53400.0
10/09/2019,54000.0,23020.0,0.2,0.37,"1,731,610",93620000000.0,54200.0,54400.0,53600.0
09/09/2019,53800.0,22930.0,0.9,1.70,"2,507,800",134940000000.0,53000.0,54400.0,52500.0
06/09/2019,52900.0,22550.0,0.3,0.57,"1,142,710",60170000000.0,52900.0,53200.0,52300.0
05/09/2019,52600.0,22420.0,-0.6,-1.13,"1,243,680",65849999999.99999,53400.0,53500.0,52600.0
04/09/2019,53200.0,22680.0,-0.5,-0.93,"1,655,300",88770000000.0,53000.0,54200.0,53000.0
03/09/2019,53700.0,22890.0,0.6,1.13,"1,360,230",72920000000.0,53000.0,54000.0,53000.0
30/08/2019,53100.0,22640.0,0.4,0.76,"708,360",37660000000.0,53000.0,53400.0,52900.0
29/08/2019,52700.0,22460.0,0.6,1.15,"972,940",50880000000.0,52200.0,52800.0,51900.0
28/08/2019,52100.0,22210.0,-0.7,-1.33,"1,537,860",80750000000.0,53000.0,53200.0,52100.0
27/08/2019,52800.0,22510.0,-0.9,-1.68,"1,566,370",83850000000.0,54000.0,54300.0,52800.0
26/08/2019,53700.0,22890.0,-0.7,-1.29,"1,756,160",94640000000.0,53500.0,54200.0,53500.0
23/08/2019,54400.0,23190.0,1.4,2.64,"1,868,200",99390000000.0,53100.0,54400.0,52600.0
22/08/2019,53000.0,22590.0,-0.6,-1.12,"1,892,640",101440000000.0,53600.0,54300.0,52900.0
21/08/2019,53600.0,22850.0,-0.4,-0.74,"1,808,020",97310000000.0,54100.0,54500.0,53400.0
20/08/2019,54000.0,23020.0,1.6,3.05,"2,277,750",121450000000.0,52400.0,54000.0,52400.0
19/08/2019,52400.0,22340.0,0.4,0.77,"2,849,780",147910000000.0,52000.0,52700.0,51200.0
16/08/2019,52000.0,22170.0,-1,-1.89,"4,531,020",243370000000.0,53000.0,55100.0,52000.0
15/08/2019,53000.0,22590.0,-0.2,-0.38,"2,223,880",116110000000.0,51900.0,53000.0,51400.0
14/08/2019,53200.0,22250.0,0.7,1.33,"2,205,370",117610000000.0,53000.0,53700.0,52800.0
13/08/2019,52500.0,21960.0,0.2,0.38,"2,237,980",117030000000.0,52100.0,53200.0,51700.0
12/08/2019,52300.0,21880.0,1.2,2.35,"1,817,920",94090000000.0,51100.0,52600.0,50700.0
09/08/2019,51100.0,21370.0,0.8,1.59,"1,751,680",89260000000.0,50300.0,51400.0,50000.0
08/08/2019,50300.0,21040.0,0.55,1.11,"2,085,510",104730000000.0,49850.0,50600.0,49850.0
07/08/2019,49750.0,20810.0,0.8,1.63,"1,246,410",61470000000.0,48200.0,49750.0,48950.0
06/08/2019,48950.0,20470.0,-0.05,-0.10,"1,304,570",63580000000.0,48200.0,49300.0,48200.0
05/08/2019,49000.0,20490.0,0.2,0.41,"2,322,100",114360000000.0,49000.0,49800.0,48800.0
02/08/2019,48800.0,20410.0,0.45,0.93,"1,451,900",70160000000.0,48050.0,49000.0,47850.0
01/08/2019,48350.0,20220.0,-0.05,-0.10,"965,060",46730000000.0,48400.0,48600.0,48200.0
31/07/2019,48400.0,20240.0,0.6,1.26,"1,111,880",53200000000.0,47800.0,48400.0,47500.0
30/07/2019,47800.0,19990.0,-0.8,-1.65,"2,092,220",100740000000.0,48600.0,48600.0,47700.0
29/07/2019,48600.0,20330.0,-0.2,-0.41,"1,130,450",54780000000.0,48800.0,48800.0,48200.0
26/07/2019,48800.0,20410.0,0.15,0.31,"1,043,020",50620000000.0,48500.0,48800.0,48350.0
25/07/2019,48650.0,20350.0,0.05,0.10,"1,157,100",56310000000.0,48600.0,48950.0,48500.0
24/07/2019,48600.0,20330.0,-0.2,-0.41,"1,952,770",95510000000.0,49350.0,49400.0,48600.0
23/07/2019,48800.0,20410.0,0.45,0.93,"948,550",46020000000.0,48500.0,48800.0,48100.0
22/07/2019,48350.0,20220.0,0.15,0.31,"1,755,780",84860000000.0,48200.0,48650.0,47950.0
19/07/2019,48200.0,20160.0,1.4,2.99,"2,811,560",134210000000.00002,46950.0,48300.0,46900.0
18/07/2019,46800.0,19570.0,-0.25,-0.53,"1,035,440",48570000000.0,47000.0,47100.0,46800.0
17/07/2019,47050.0,19680.0,-0.25,-0.53,"1,292,630",60950000000.0,47300.0,47500.0,47000.0
16/07/2019,47300.0,19780.0,0,0.00,"1,160,000",55070000000.0,47350.0,47800.0,47250.0
15/07/2019,47300.0,19780.0,0.3,0.64,"1,176,060",55530000000.0,47100.0,47550.0,46850.0
12/07/2019,47000.0,19660.0,0,0.00,"1,241,970",58510000000.0,47100.0,47450.0,46800.0
11/07/2019,47000.0,19660.0,-0.05,-0.11,"854,140",40160000000.0,47150.0,47250.0,46800.0
10/07/2019,47050.0,19680.0,0.3,0.64,"1,281,980",60510000000.0,46950.0,47450.0,46800.0
09/07/2019,46750.0,19550.0,0.45,0.97,"992,570",46180000000.0,46300.0,46850.0,46100.0
08/07/2019,46300.0,19370.0,-0.3,-0.64,"1,303,050",60510000000.0,46500.0,46900.0,46050.0
05/07/2019,46600.0,19490.0,-0.35,-0.75,"1,137,770",53160000000.0,46800.0,47000.0,46400.0
04/07/2019,46950.0,19640.0,0.15,0.32,"1,275,800",59930000000.0,47000.0,47200.0,46800.0
03/07/2019,46800.0,19570.0,-0.1,-0.21,"1,275,860",59600000000.0,46700.0,46900.0,46550.0
02/07/2019,46900.0,19620.0,-0.2,-0.42,"1,600,280",75270000000.0,46900.0,47500.0,46650.0
01/07/2019,47100.0,19700.0,1.6,3.52,"2,551,280",118960000000.0,47100.0,47100.0,45900.0
28/06/2019,45500.0,19030.0,0.1,0.22,"2,479,220",112210000000.0,45500.0,46000.0,44900.0
27/06/2019,45400.0,18990.0,-0.75,-1.63,"1,221,860",55850000000.0,45400.0,46100.0,45300.0
26/06/2019,46150.0,19300.0,-0.35,-0.75,"1,014,470",46940000000.0,46500.0,46500.0,46100.0
25/06/2019,46500.0,19450.0,1.35,2.99,"3,269,450",149820000000.0,45000.0,46550.0,44800.0
24/06/2019,45150.0,18880.0,-0.25,-0.55,"726,160",32900000000.0,45400.0,45450.0,45150.0
21/06/2019,45400.0,18990.0,0,0.00,"872,460",39640000000.0,45500.0,45600.0,45250.0
20/06/2019,45400.0,18990.0,0.75,1.68,"1,356,030",61200000000.0,44850.0,45400.0,44650.0
19/06/2019,44650.0,18680.0,0.6,1.36,"530,820",23600000000.0,44650.0,44700.0,44200.0
18/06/2019,44050.0,18420.0,0,0.00,"763,680",33600000000.0,44350.0,44450.0,43750.0
17/06/2019,44050.0,18420.0,-0.35,-0.79,"1,013,550",44720000000.0,44100.0,44500.0,43900.0
14/06/2019,44400.0,18570.0,-0.15,-0.34,"559,800",24990000000.0,44600.0,44900.0,44400.0
13/06/2019,44550.0,18630.0,-0.5,-1.11,"856,270",38390000000.0,45050.0,45100.0,44500.0
12/06/2019,45050.0,18840.0,-0.15,-0.33,"1,284,520",58190000000.0,45200.0,45600.0,45000.0
11/06/2019,45200.0,18910.0,0.1,0.22,"1,296,500",58700000000.0,45100.0,45600.0,44900.0
10/06/2019,45100.0,18860.0,-0.1,-0.22,"1,227,340",55600000000.0,45500.0,45700.0,44800.0
07/06/2019,45200.0,18910.0,0.7,1.57,"1,304,680",58760000000.0,44800.0,45250.0,44700.0
06/06/2019,44500.0,18610.0,0.9,2.06,"922,740",40900000000.0,43800.0,44700.0,43600.0
05/06/2019,43600.0,18240.0,0.3,0.69,"500,100",21850000000.0,43500.0,43900.0,43500.0
04/06/2019,43300.0,18110.0,-0.2,-0.46,"537,160",23320000000.0,43500.0,43700.0,43250.0
03/06/2019,43500.0,18190.0,-0.6,-1.36,"881,810",38640000000.0,44000.0,44100.0,43500.0
31/05/2019,44100.0,18450.0,-0.45,-1.01,"611,860",27210000000.0,44600.0,44800.0,44100.0
30/05/2019,44550.0,18630.0,0.45,1.02,"986,450",43600000000.0,44100.0,44700.0,43900.0
29/05/2019,44100.0,18450.0,-0.75,-1.67,"1,505,300",66720000000.0,44850.0,44850.0,44000.0
28/05/2019,44850.0,18760.0,-0.4,-0.88,"518,470",23320000000.0,45000.0,45400.0,44750.0
27/05/2019,45250.0,18930.0,-0.35,-0.77,"1,261,950",56730000000.0,45300.0,45450.0,44650.0
24/05/2019,45600.0,19070.0,-0.1,-0.22,"1,014,750",46300000000.0,45500.0,45950.0,45250.0
23/05/2019,45700.0,19110.0,0.45,0.99,"1,267,520",57660000000.0,45250.0,45800.0,45200.0
22/05/2019,45250.0,18930.0,-0.65,-1.42,"1,563,650",71540000000.0,45250.0,46150.0,45250.0
21/05/2019,45900.0,19200.0,0.65,1.44,"1,016,530",46570000000.0,45500.0,46050.0,45350.0
20/05/2019,45250.0,18930.0,0.8,1.80,"1,792,130",80600000000.0,44500.0,45300.0,44500.0
17/05/2019,44450.0,18590.0,-5.2,-10.47,"1,487,590",66269999999.99999,45000.0,45000.0,44300.0
16/05/2019,49650.0,18500.0,-0.75,-1.49,"1,891,290",94910000000.0,50400.0,50700.0,49650.0
15/05/2019,50400.0,18780.0,0.2,0.40,"1,539,940",77550000000.0,50500.0,50600.0,50100.0
14/05/2019,50200.0,18700.0,0.7,1.41,"1,560,830",77890000000.0,49400.0,50800.0,49100.0
13/05/2019,49500.0,18440.0,0.5,1.02,"850,540",42110000000.0,49000.0,49800.0,49000.0
10/05/2019,49000.0,18260.0,0.4,0.82,"1,027,830",50360000000.0,49000.0,49250.0,48750.0
09/05/2019,48600.0,18110.0,-1.05,-2.11,"860,940",42260000000.0,49600.0,49650.0,48600.0
08/05/2019,49650.0,18500.0,-0.05,-0.10,"959,020",47430000000.0,49300.0,49700.0,49000.0
07/05/2019,49700.0,18520.0,0.95,1.95,"1,094,880",54030000000.0,49100.0,49700.0,49050.0
06/05/2019,48750.0,18160.0,-1.25,-2.50,"1,455,140",71140000000.0,49000.0,49400.0,48450.0
03/05/2019,50000.0,18630.0,0.15,0.30,"1,059,570",52830000000.0,49900.0,50000.0,49600.0
02/05/2019,49850.0,18570.0,0.3,0.61,"885,020",44190000000.0,49800.0,50200.0,49650.0
26/04/2019,49550.0,18460.0,0.75,1.54,"864,950",42730000000.0,48900.0,49750.0,48800.0
25/04/2019,48800.0,18180.0,0.25,0.51,"970,660",47520000000.0,48500.0,49150.0,48450.0
24/04/2019,48550.0,18090.0,0.65,1.36,"855,130",41400000000.0,48500.0,48650.0,48100.0
23/04/2019,47900.0,17850.0,0,0.00,"549,400",26230000000.0,47900.0,48450.0,47500.0
22/04/2019,47900.0,17850.0,-0.55,-1.14,"826,090",39660000000.0,48500.0,48500.0,47800.0
19/04/2019,48450.0,18050.0,-0.05,-0.10,"453,980",22030000000.0,48700.0,48900.0,48400.0
18/04/2019,48500.0,18070.0,0,0.00,"975,930",47390000000.0,48500.0,49250.0,48050.0
17/04/2019,48500.0,18070.0,0.6,1.25,"1,959,530",95570000000.0,48300.0,49500.0,48200.0
16/04/2019,47900.0,17850.0,-0.3,-0.62,"907,000",43490000000.0,47500.0,48200.0,47500.0
12/04/2019,48200.0,17960.0,1.2,2.55,"875,090",41870000000.0,46850.0,48400.0,46850.0
11/04/2019,47000.0,17510.0,0.1,0.21,"359,910",16969999999.999998,46900.0,47500.0,46850.0
10/04/2019,46900.0,17470.0,-0.4,-0.85,"731,100",34350000000.0,47000.0,47300.0,46750.0
09/04/2019,47300.0,17620.0,-0.5,-1.05,"1,011,680",48470000000.0,47800.0,48500.0,47300.0
08/04/2019,47800.0,17810.0,0,0.00,"452,660",21560000000.0,47650.0,48000.0,47450.0
05/04/2019,47800.0,17810.0,0,0.00,"615,200",29340000000.0,47800.0,47900.0,47450.0
04/04/2019,47800.0,17810.0,0.6,1.27,"1,716,130",81840000000.0,47500.0,48200.0,47250.0
03/04/2019,47200.0,17590.0,1.2,2.61,"1,034,100",48280000000.0,46400.0,47200.0,46000.0
02/04/2019,46000.0,17140.0,0.2,0.44,"1,354,480",62750000000.0,45800.0,46700.0,45800.0
01/04/2019,45800.0,17060.0,0.3,0.66,"327,500",14970000000.0,45900.0,45900.0,45500.0
29/03/2019,45500.0,16950.0,0.35,0.78,"446,750",20320000000.0,45600.0,45600.0,45300.0
28/03/2019,45150.0,16820.0,0.15,0.33,"362,360",16350000000.000002,44750.0,45350.0,44750.0
27/03/2019,45000.0,16770.0,0.25,0.56,"589,040",26500000000.0,44800.0,45100.0,44800.0
26/03/2019,44750.0,16670.0,0.35,0.79,"386,120",17260000000.0,45000.0,45000.0,44500.0
25/03/2019,44400.0,16540.0,-0.65,-1.44,"633,520",28210000000.0,44200.0,45000.0,44200.0
22/03/2019,45050.0,16790.0,-0.05,-0.11,"687,690",31020000000.0,45100.0,45400.0,45050.0
21/03/2019,45100.0,16800.0,-0.35,-0.77,"825,740",37420000000.0,45800.0,45800.0,45100.0
